"","beta0","mu.1","mu.2","mu.3","mu.4","mu.5","mu.6","mu.7","mu.8","mu.9","mu.10","mu.11","mu.12","mu.13","mu.14","mu.15","mu.16","mu.17","mu.18","mu.19","mu.20","mu.21","mu.22","mu.23","mu.24","mu.25","mu.26","mu.27","mu.28","mu.29","mu.30","mu.31","mu.32","mu.33","mu.34","mu.35","mu.36","mu.37","mu.38","mu.39","mu.40","mu.41","mu.42","mu.43","mu.44","mu.45","mu.46","mu.47","mu.48","mu.49","mu.50","mu.51","mu.52","mu.53","mu.54","mu.55","mu.56","mu.57","mu.58","mu.59","mu.60","mu.61","mu.62","mu.63","mu.64","mu.65","mu.66","mu.67","sigma"
"10243",-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,-1.64154246691714,1.6410681148572
"20159",-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,-2.03529929117948,1.62382095991183
"23538",-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,-1.3932265758034,1.76231856556533
"16130",-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,-1.76606804795874,1.68082203797911
"14531",-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,-1.88949293084123,1.63539912596516
"10148",-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,-1.33726934212175,1.77980217752356
"1518",-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,-1.45674428554793,1.54692660561271
"11173",-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,-1.75095583319392,1.61980107789718
"11028",-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,-1.78835340384214,1.89233092446378
"11502",-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,-1.79060683741298,1.5378501397383
"24459",-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,-1.51735050298196,2.33712577577863
"5097",-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,-1.31686238187637,1.60938073018317
"8629",-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,-1.53729157554997,1.767395022001
"5469",-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,-1.81093820088466,1.79038904228377
"21830",-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,-1.60538776728618,1.7362580398341
"8134",-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,-0.945781111468094,1.92634405278931
